"WaterProviderName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","BNDSS_ID","BNDSS_ID_Flag","PWS_ID","PWS_ID_Flag","BusinessEntity_ID","BusinessEntity_ID_Flag","OWF_ID","OWF_ID_Flag","LocalGovtType","EntityStartYear","EntityStartYear_Flag","EntityEndYear","EntityEndYear_Flag","County_CSV","NumCounty","IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","WaterEfficiencyPlan_URL","WaterForecast_URL","Comment"
Panorama Park Mutual Water Association,,N,,N,,N,PanoramaParkWS,G,CO0054916,G,19871177443,D,PanoramaParkWS,G,Company,,x,,x,Arapahoe,1,Metro,39.679899,-104.909743,g1,,x,,,Not in the Covered Entities database; dissolved in November 2001
"Paoli, Town of",57245,G,2413107,G,48006,G,,M,CO0148010,G,,N,Paoli,C,Municipality,,x,,x,Phillips,1,South Platte,40.612758,-102.471769,G,,N,,,Not in the original BNDSS list
"Paonia, Town of",57300,G,2413109,G,15025,G,Paonia,G,CO0115601,G,,N,Paonia,G,Municipality,,x,,x,Delta,1,,38.869758,-107.591982,G,http://townofpaonia.com/,G,,,
"Parachute, Town of",57400,G,2413110,G,23013,G,,M,CO0123602,G,,N,Parachute,C,Municipality,,x,,x,Garfield,1,,39.448543,-108.058250,G,http://www.parachutecolorado.com/,G,,,Not in the original BNDSS list
Park Center Water District,,N,,N,22016,G,ParkCntrWD,G,CO0122600,G,,N,ParkCntrWD,G,Water District,,x,,x,Fremont,1,,38.483294,-105.224489,G,,x,,,
Park Forest Water District,,N,,N,21035,G,ParkForestWD,G,CO0000685,G,,N,ParkForestWD,G,Water District,,x,,x,El Paso,1,,38.988088,-104.691682,G,https://www.colorado.gov/pfwd,G,,,
Parkdale Water,,N,,N,,N,ParkdaleWS,G,CO0145510,G,19871171611,D,ParkdaleWS,G,Company,,x,,x,Otero,1,,37.982412,-103.561766,g1,,x,,,Not in the Covered Entities database; dissolved in January 2004
Parker Water and Sanitation District,,N,,N,18027,G,ParkerWSD,G,CO0118040,G,,N,ParkerWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.498711,-104.803660,G,www.pwsd.org,G,,,
Parkville Water District,,N,,N,33005,G,,M,CO0133700,G,,N,ParkvilleWD,C,Water District,,x,,x,Lake,1,,39.246491,-106.303356,G,www.parkvillewater.org,G,,,Not in the original BNDSS list
Patterson Valley Water Company,,N,,N,,N,PattersonValleyWS,G,CO0145540,G,19871155183,G,PattersonValleyWS,G,Company,,x,,x,Otero,1,,38.052508,-103.720227,g1,,x,,,Not in the Covered Entities database
"Peetz, Town of",58235,G,2413123,G,38016,G,Peetz,G,CO0138030,G,,N,Peetz,G,Municipality,,x,,x,Logan,1,South Platte,40.961878,-103.113943,G,https://www.sites.google.com/site/townofpeetz/,G,,,
Penrose Water District,,N,,N,22017,G,Penrose,G,CO0122700,G,,N,Penrose,G,Water District,,x,,x,Fremont,1,,38.429287,-105.005674,G,http://www.penrosewaterdistrict.com/,G,,,
Perry Park Water and Sanitation District,,N,,N,18030,G,PerryParkWSD,G,CO0118045,G,,N,PerryParkWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.251676,-104.953280,G,www.ppwsd.org,G,,,
Phippsburg,,N,2583279,G,,N,Phippsburg,G,CO0154609,G,,N,Phippsburg,G,Census-designated Place,,x,,x,Routt,1,,40.232183,-106.943393,g1,,N,,,
Piedra Park Metropolitan Improvement District,,N,,N,04007,G,PiedraParkMImpD,G,CO0104700,G,,N,PiedraParkMImpD,G,Metropolitan District,,x,,x,Archuleta,1,,37.031086,-107.415897,g1,,x,,,
"Pierce, Town of",59005,G,2413129,G,62046,G,,M,CO0162610,G,,N,Pierce,C,Municipality,,x,,x,Weld,1,South Platte,40.633499,-104.755180,G,http://www.townofpierce.org/,G,,,Not in the original BNDSS list
Pine Brook Water District,,N,,N,07037,G,PineBrookWD,G,CO0107610,G,,N,PineBrookWD,G,Water District,,x,,x,Boulder,1,South Platte,40.047396,-105.311003,G,,x,,,
Pine Drive Water District,,N,,N,51008,G,PineDrWD,G,CO0151450,G,,N,PineDrWD,G,Water District,,x,,x,Pueblo,1,,38.062821,-104.979948,G,,x,,,
Pinery Water and Wastewater District,,N,,N,,z,,M,CO0118025,G,,N,PineryWD,C,Water District,,x,,x,Douglas,1,Metro,39.438395,-104.763004,g1,,x,,,Not in the original BNDSS list
Pinewood Springs Water District,,N,,N,35034,G,PinewoodSpgsWD,G,CO0135610,G,,N,PinewoodSpgsWD,G,Water District,,x,,x,Larimer,1,South Platte,40.279137,-105.355149,G,www.pwswd.com,G,,,
Pioneer Lookout Water District,,N,,N,21083,G,PioneerLookoutWD,G,CO0121625,G,,N,PioneerLookoutWD,G,Water District,,x,,x,El Paso,1,,39.098308,-104.879337,G,,x,,,
"Pitkin, Town of",59830,G,2413138,G,26012,G,,M,,M,,N,Pitkin,C,Municipality,,x,,x,Gunnison,1,,38.608719,-106.514932,G,http://www.pitkincolorado.com/,G,,,Not in the original BNDSS list
Platte Canyon Water and Sanitation District,,N,,N,64110,G,PlatteCanyonWSD,G,CO0103614,G,,N,PlatteCanyonWSD,G,Water and Sanitation District,,x,,x,"Arapahoe, Jefferson",2,Metro,39.592025,-105.062283,G,www.plattecanyon.org,G,,,
"Platteville, Town of",60160,G,2412489,G,62050,G,Platteville,G,CO0162615,G,,N,Platteville,G,Municipality,,x,,x,Weld,1,South Platte,40.221992,-104.833607,G,http://www.plattevillegov.org/,G,,,
Pleasant View Water and Sanitation District,,N,,N,30076,G,PleasantViewWSD,G,CO0054379,G,,N,PleasantViewWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.733176,-105.171514,G,,x,,,
"Poncha Springs, Town of",60600,G,2412495,G,08006,G,PonchaSpgs,G,CO0108650,G,,N,PonchaSpgs,G,Municipality,,x,,x,Chaffee,1,,38.513284,-106.092247,G,http://www.ponchaspringscolorado.us/,G,,,
"Pritchett, Town of",61315,G,2412509,G,05006,G,,M,CO0105300,G,,N,Pritchett,C,Municipality,,x,,x,Baca,1,,37.370009,-102.858749,G,,N,,,Not in the original BNDSS list
Pueblo West Metropolitan District,,N,,N,51015,G,PuebloWMD,G,CO0151650,G,,N,PuebloWMD,G,Metropolitan District,,x,,x,Pueblo,1,,38.347315,-104.723604,G,,x,,,
Purgatory Metropolitan District,,N,,N,34024,G,PurgatoryMD,G,CO0134750,G,,N,PurgatoryMD,G,Metropolitan District,,x,,x,La Plata,1,,37.627459,-107.812063,G,,x,,,
"Ramah, Town of",62660,G,2412523,G,21036,G,,M,CO0121675,G,,N,Ramah,C,Municipality,,x,,x,El Paso,1,,39.121433,-104.167334,G,https://www.colorado.gov/ramah,G,,,Not in the original BNDSS list
Rampart Range Metropolitan District,,N,,N,,m,RampartRangeMD,G,,M,,N,RampartRangeMD,G,Metropolitan District,,x,,x,Douglas,1,,,,m,,x,,,Has split into multiple metropolitan districts; unsure of which DOLA_LG_ID to use
"Rangely, Town of",62880,G,2412528,G,52015,G,Rangely,G,CO0152666,G,,N,Rangely,G,Municipality,,x,,x,Rio Blanco,1,,40.086091,-108.779460,G,https://www.colorado.gov/townofrangely,G,,,
Rangeview Metropolitan District,,N,,N,03110,G,RangeviewMD,G,CO0103666,G,,N,RangeviewMD,G,Metropolitan District,,x,,x,Arapahoe,1,Metro,39.612849,-104.600741,G,,x,,,Former name was Lowry Range Metropolitan District
Ravenna Metropolitan District,,N,,N,65239,G,,M,CO0118665,G,,N,RavennaMD,C,Metropolitan District,,x,,x,Douglas,1,Metro,39.476286,-105.097215,G,,x,,,Not in the original BNDSS list
"Raymer, Town of",63045,G,2412533,G,62051,G,,M,CO0162666,G,,N,Raymer,C,Municipality,,x,,x,Weld,1,South Platte,40.607949,-103.843597,G,,N,,,Not in the original BNDSS list
"Red Cliff, Town of",63265,G,2412535,G,19026,G,,M,CO0119671,G,,N,RedCliff,C,Municipality,,x,,x,Eagle,1,,39.509256,-106.369930,G,http://townofredcliff.org/,G,,,Not in the original BNDSS list
Redstone Water and Sanitation District,,N,,N,49026,G,RedstoneWSD,G,CO0149671,G,,N,RedstoneWSD,G,Water and Sanitation District,,x,,x,Pitkin,1,,39.174454,-107.237341,G,www.redstonewater.com,G,,,
"Rico, Town of",64090,G,2412550,G,17007,G,Rico,G,CO0117700,G,,N,Rico,G,Municipality,,x,,x,Dolores,1,,37.689081,-108.031673,G,http://www.ricocolorado.org/,G,,,
Ridgewood Water District,,N,,N,60007,G,RidgewoodWD,G,CO0160400,G,,N,RidgewoodWD,G,Water District,,x,,x,Teller,1,Metro,39.110786,-105.072925,G,,x,,,
"Ridgway, Town of",64200,G,2412551,G,46009,G,Ridgway,G,CO0146676,G,,N,Ridgway,G,Municipality,,x,,x,Ouray,1,,38.157150,-107.754610,G,http://town.ridgway.co.us/,G,,,
"Rifle, City of",64255,G,2410947,G,23017,G,Rifle,G,CO0123676,G,,N,Rifle,G,Municipality,,x,,x,Garfield,1,,39.536041,-107.773106,G,https://www.rifleco.org/,G,,,
Riverbend Subdivision Homeowners Association Inc.,,N,,N,,N,RiverbendSubdv,G,,M,19891083570,G,RiverbendSubdv,G,Company,,x,,x,Gunnison,1,,38.871027,-106.980662,g1,,x,,,
Roaring Fork Water and Sanitation District,,N,,N,23034,G,RoaringForkWSD,G,CO0123125,G,,N,RoaringForkWSD,G,Water and Sanitation District,,x,,x,Garfield,1,,39.439163,-107.259659,G,,x,,,Not in the Covered Entities database; former name was Aspen Glen Water and Sanitation District
"Rockvale, Town of",64970,G,2412564,G,22018,G,,M,CO0122800,G,,N,Rockvale,C,Municipality,,x,,x,Fremont,1,,38.364443,-105.164880,G,,N,,,Not in the original BNDSS list
"Rocky Ford, City of",65190,G,2410983,G,45014,G,RockyFord,G,CO0145600,G,,N,RockyFord,G,Municipality,,x,,x,Otero,1,,38.050027,-103.722497,G,http://www.rockyfordco.com/,G,,,
"Romeo, Town of",65740,G,2412574,G,11013,G,,M,CO0111800,G,,N,Romeo,C,Municipality,,x,,x,Conejos,1,,37.171746,-105.985457,G,,N,,,Not in the original BNDSS list
Round Mountain Water and Sanitation District,,N,,N,14003,G,RoundMtnWSD,G,CO0114500,G,,N,RoundMtnWSD,G,Water and Sanitation District,,x,,x,Custer,1,,38.125868,-105.414646,G,https://www.colorado.gov/rmwsd,G,,,
Roxborough Water and Sanitation District,,N,,N,18031,G,RoxboroughWSD,G,CO0118055,G,,N,RoxboroughWSD,G,Water and Sanitation District,,x,,x,"Douglas, Jefferson",2,Metro,39.485191,-105.103884,G,http://www.roxwater.org,G,,,Former name was Roxborough Park Metropolitan District
"Rye, Town of",66895,G,2412588,G,51018,G,,M,CO0151700,G,,N,Rye,C,Municipality,,x,,x,Pueblo,1,,37.921258,-104.931926,G,,N,,,Not in the original BNDSS list
"Saguache, Town of",67005,G,2412591,G,55008,G,,M,CO0155800,G,,N,Saguache,C,Municipality,,x,,x,Saguache,1,,38.086335,-106.141046,G,http://www.townofsaguache.org/,G,,,Not in the original BNDSS list
"Salida, City of",67280,G,2411766,G,08007,G,Salida,G,CO0108700,G,,N,Salida,G,Municipality,,x,,x,Chaffee,1,,38.530577,-105.998720,G,http://www.cityofsalida.com/,G,,,
San Juan River Village Metropolitan District,,N,,N,04014,G,SanJuanRiverVlgMD,G,CO0104900,G,,N,SanJuanRiverVlgMD,G,Metropolitan District,,x,,x,Archuleta,1,,37.334756,-106.947209,G,,x,,,
"San Luis, Town of",68105,G,2413253,G,12009,G,,M,,M,,N,SanLuis,C,Municipality,,x,,x,Costilla,1,,37.200732,-105.424120,G,,N,,,Not in the original BNDSS list
San Luis Water and Sanitation District,,N,,N,12008,G,SanLuisWSD,G,CO0112900,G,,N,SanLuisWSD,G,Water and Sanitation District,,x,,x,Costilla,1,,37.200687,-105.424272,G,,x,,,
Sand Creek Metropolitan District,,N,,N,64221,G,SandCreekMD,G,,M,,N,SandCreekMD,G,Metropolitan District,,x,,x,"Adams, Denver",2,Metro,39.766460,-104.791424,G,,x,,,Former name was Gateway Park Metropolitan District
"Sanford, Town of",67830,G,2413256,G,11016,G,Sanford,G,CO0111900,G,,N,Sanford,G,Municipality,,x,,x,Conejos,1,,37.257383,-105.900873,G,http://www.sanfordcolorado.com/,G,,,
"Sawpit, Town of",68655,G,2413263,G,57017,G,,M,CO0157700,G,,N,Sawpit,C,Municipality,,x,,x,San Miguel,1,,37.994698,-108.002157,G,,N,,,Not in the original BNDSS list
Security Water and Sanitation District,,N,,N,21040,G,SecurityWSD,G,CO0121775,G,,N,SecurityWSD,G,Water District,,x,,x,El Paso,1,,38.761056,-104.734820,G,www.securitywsd.com,G,,,
Sedalia Water and Sanitation District,,N,,N,18038,G,SedaliaWSD,G,CO0118060,G,,N,SedaliaWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.455078,-104.976586,G,,x,,,
"Sedgwick, Town of",68930,G,2413269,G,58012,G,,M,CO0158010,G,,N,Sedgwick,C,Municipality,,x,,x,Sedgwick,1,South Platte,40.935755,-102.526071,G,https://www.sedgwickcolorado.com/,G,,,Not in the original BNDSS list
"Seibert, Town of",69040,G,2413270,G,32015,G,,M,CO0132015,G,,N,Seibert,C,Municipality,,x,,x,Kit Carson,1,South Platte,39.297967,-102.869524,G,,N,,,Not in the original BNDSS list
"Severance, Town of",69150,G,2413272,G,62053,G,Severance,G,CO0162707,G,,N,Severance,G,Municipality,,x,,x,Weld,1,South Platte,40.527285,-104.865735,G,http://townofseverance.org/,G,http://townofseverance.org/wp-content/uploads/2017/07/2-Severance-MWEP-2017-05-25-Draft.pdf,,
"Sheridan, City of",69645,G,2411885,G,03065,G,SheridanWS,G,CO0103709,G,,N,SheridanWS,G,Municipality,,x,,x,Arapahoe,1,Metro,39.646775,-105.018176,G,,x,,,Not in the Covered Entities database
"Sheridan Lake, Town of",69700,G,2413280,G,31008,G,,M,,M,,N,SheridanLake,C,Municipality,,x,,x,Kiowa,1,,38.466714,-102.294444,G,,N,,,Not in the original BNDSS list
Sheridan Sanitation District,,N,,N,03063,G,SheridanSD1,G,,M,,N,SheridanSD1,G,Sanitation District,,x,,x,Arapahoe,1,Metro,39.648430,-105.024773,G,,x,,,
Sheridan Sanitation District 2,,N,,N,03064,G,,M,,M,,N,SheridanSD2,C,Sanitation District,,x,,x,"Arapahoe, Denver",2,Metro,39.596984,-104.860302,g1,,x,,,Not in the original BNDSS list
Sierra Vista Douglas Mutual Water Company,,N,,N,,N,SierraVistaDouglasMWC,G,,M,19881076499,G,SierraVistaDouglasMWC,G,Company,,x,,x,Douglas,1,Metro,39.552089,-104.764108,g1,,x,,,
"Silt, Town of",70195,G,2413284,G,23019,G,Silt,G,CO0123710,G,,N,Silt,G,Municipality,,x,,x,Garfield,1,,39.548173,-107.653586,G,http://www.townofsilt.org/,G,,,
"Silver Cliff, Town of",70250,G,2413286,G,14004,G,,M,,M,,N,SilverCliff,C,Municipality,,x,,x,Custer,1,,38.120376,-105.410415,G,http://silvercliffco.com/,G,,,Not in the original BNDSS list
Silver Heights Water and Sanitation District,,N,,N,18032,G,SilverHtsWSD,G,CO0118075,G,,N,SilverHtsWSD,G,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.423172,-104.866633,G,,x,,,
"Silver Plume, Town of",70360,G,2413287,G,10009,G,,M,CO0110035,G,,N,SilverPlume,C,Municipality,,x,,x,Clear Creek,1,South Platte,39.695698,-105.726456,G,http://www.townofsilverplume.org/,G,,,Not in the original BNDSS list
"Silverthorne, Town of",70525,G,2413288,G,59018,G,SilverthorneWS,G,CO0159095,G,,N,SilverthorneWS,G,Municipality,,x,,x,Summit,1,,39.656137,-106.086849,G,http://www.silverthorne.org/,G,,,Not in the Covered Entities database
"Silverton, Town of",70580,G,2413289,G,56002,G,,M,CO0156600,G,,N,Silverton,C,Municipality,,x,,x,San Juan,1,,37.810696,-107.665340,G,http://www.silverton.co.us/,G,,,Not in the original BNDSS list
"Simla, Town of",70635,G,2413290,G,20006,G,,M,CO0120025,G,,N,Simla,C,Municipality,,x,,x,Elbert,1,,39.141052,-104.081814,G,http://www.townofsimla.com/,G,,,Not in the original BNDSS list
Snake River Water District,,N,,N,59026,G,SnakeRiverWD,G,CO0159105,G,,N,SnakeRiverWD,G,Water District,,x,,x,Summit,1,,39.605669,-105.960509,G,,x,,,
"Snowmass Village, Town of",71755,G,2413302,G,49012,G,,M,,M,,N,SnowmassVlg,C,Municipality,,x,,x,Pitkin,1,,39.221097,-106.938974,G,http://tosv.com/,G,,,Not in the original BNDSS list
South Adams County Water and Sanitation District,,N,,N,01021,G,SAdamsCoWSD,G,CO0101140,G,,N,SAdamsCoWSD,G,Water and Sanitation District,,x,,x,Adams,1,Metro,39.864505,-104.850265,G,www.sacwsd.org,G,http://www.sacwsd.org/DocumentCenter/Home/View/283,,
"South Fork, Town of",72395,G,2413307,G,53013,G,,M,,M,,N,SouthFork,C,Municipality,,x,,x,Rio Grande,1,,37.668815,-106.643205,G,http://www.southfork.org/community/government.php,G,,,Not in the original BNDSS list
"South Sheridan Water, Sanitary Sewer and Storm Drainage District",,N,,N,30079,G,SSheridanMD,G,CO0130718,G,,N,SSheridanMD,G,Metropolitan District,,x,,x,Jefferson,1,Metro,39.691878,-105.059215,G,,x,,,Not in the Covered Entities database
South Side Water Association,,N,,N,,N,SouthSideLaJuntaWAS,G,CO0145660,G,19871133400,G,SouthSideLaJuntaWAS,G,Company,,x,,x,Otero,1,,38.099731,-103.472105,g1,,x,,,Not in the Covered Entities database
South Swink Water Company,,N,,N,,N,SouthSwinkWC,G,CO0145690,G,19871142703,G,SouthSwinkWC,G,Company,,x,,x,Otero,1,,37.967390,-103.620049,g1,,x,,,Not in the Covered Entities database
South University Place Water District,,N,,N,,z,SouthUniversityWS,G,CO0103719,G,,N,SouthUniversityWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.641654,-104.959425,g1,,x,,,Not in the Covered Entities database
Southeast Englewood Water District,,N,,N,03072,G,SoutheastEnglewoodWS,G,CO0103720,G,,N,SoutheastEnglewoodWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.590983,-104.961516,G,,x,,,
Southeastern Colorado Water Conservancy District,,N,,N,64128,G,SECWCD,G,,N,,N,SECWCD,G,Water Conservancy District,,x,,x,"Bent, Chaffee, Crowley, El Paso, Fremont, Kiowa, Otero, Prowers, Pueblo",9,,38.335481,-104.222610,G,,x,,,Not in the Covered Entities database
Southgate Water and Sanitation District,,N,,N,64130,G,SouthgateWD,G,CO0103721,G,,N,SouthgateWD,G,Water District,,x,,x,"Arapahoe, Denver, Douglas",3,Metro,39.577642,-104.901578,G,www.southgatedistricts.org,G,,,
Southwest Cherry Hills Water District,,N,,N,,z,SouthwestCherryHillsWS,G,CO0103722,G,,N,SouthwestCherryHillsWS,G,Water District,,x,,x,Arapahoe,1,Metro,39.641654,-104.959425,g1,,x,,,Not in the Covered Entities database
Southwest Metropolitan Water and Sanitation District,,N,,N,64131,G,SouthwestMetro,G,CO0103723,G,,N,SouthwestMetro,G,Water and Sanitation District,,x,,x,"Arapahoe, Douglas, Jefferson",3,Metro,39.583433,-105.090755,G,www.swmetrowater.org,G,,,
Southwest Suburban Denver Water and Sanitation District,,N,,N,30081,G,SouthwestSuburbanWSD,G,CO0130724,G,,N,SouthwestSuburbanWSD,G,Water and Sanitation District,,x,,x,Jefferson,1,Metro,39.616254,-105.109301,G,,x,,,Not in the Covered Entities database
"Springfield, Town of",73330,G,2413324,G,05011,G,Springfield,G,CO0105500,G,,N,Springfield,G,Municipality,,x,,x,Baca,1,,37.404915,-102.618898,G,http://www.springfieldco.gov/,G,,,
St Charles Mesa Water District,,N,,N,51028,G,StCharlesMesaWD,G,CO0151750,G,,N,StCharlesMesaWD,G,Water District,,x,,x,Pueblo,1,,38.188837,-104.445454,G,www.stcharlesmesawaterdistrict.org,G,,,
St Marys Glacier Water and Sanitation District,,N,,N,10011,G,StMarysGlacierWSD,G,CO0110040,G,,N,StMarysGlacierWSD,G,Water and Sanitation District,,x,,x,Clear Creek,1,South Platte,39.820528,-105.647939,G,,x,,,Not in the Covered Entities database
"Starkville, Town of",73715,G,2413331,G,36010,G,,M,CO0136724,G,,N,Starkville,C,Municipality,,x,,x,Las Animas,1,,37.116820,-104.523298,G,,N,,,Not in the original BNDSS list
Steamboat II Metropolitan District,,N,,N,54017,G,Steamboat2MD,G,CO0154724,G,,N,Steamboat2MD,G,Metropolitan District,,x,,x,Routt,1,,40.508890,-106.906320,G,,x,,,Former name was Steamboat II Water and Sanitation District
"Steamboat Springs, City of",73825,G,2411976,G,54023,G,SteamboatSpgs,G,CO0154725,G,,N,SteamboatSpgs,G,Municipality,,x,,x,Routt,1,,40.477697,-106.824322,G,,x,,,
"Sterling, City of",73935,G,2411978,G,38019,G,Sterling,G,CO0138045,G,,N,Sterling,G,Municipality,,x,,x,Logan,1,South Platte,40.624426,-103.199017,G,http://www.sterlingcolo.com/,G,http://cwcbweblink.state.co.us/WebLink/0/doc/138965/Electronic.aspx,,
Stonegate Village Metropolitan District,,N,,N,18043,G,StonegateVlgMD,G,CO0118076,G,,N,StonegateVlgMD,G,Metropolitan District,,x,,x,Douglas,1,Metro,39.530440,-104.802179,G,https://www.svmd.org/,G,,,Not in the Covered Entities database
Stratmoor Hills Water and Sanitation Districts,,N,,N,21045,G,StratmoorHlsWD,G,CO0121800,G,,N,StratmoorHlsWD,G,Water District,,x,,x,El Paso,1,,38.774270,-104.785613,G,,x,,,
"Stratton, Town of",74485,G,2413341,G,32020,G,,M,CO0132020,G,,N,Stratton,C,Municipality,,x,,x,Kit Carson,1,South Platte,39.302883,-102.603473,G,http://www.strattoncolorado.com/,G,,,Not in the original BNDSS list
"Sugar City, Town of",74815,G,2413346,G,13007,G,SugarCity,G,CO0113900,G,,N,SugarCity,G,Municipality,,x,,x,Crowley,1,,38.232773,-103.663312,G,,N,,,
Summit Ridge Water District,,N,,N,,z,SummitRidgeWD,G,CO0142950,G,,N,SummitRidgeWD,G,Water District,,x,,x,Montezuma,1,,37.344996,-108.289249,g1,,x,,,
Sunset Metropolitan District/PP Water Company,,N,,N,21066,G,SunsetMDPPWC,G,,M,,N,SunsetMDPPWC,G,Metropolitan District,,x,,x,El Paso,1,,38.749646,-104.421206,G,,x,,,Not in the Covered Entities database
Sunset Water District,,N,,N,35042,G,SunsetWD,G,CO0135726,G,,N,SunsetWD,G,Water District,,x,,x,Larimer,1,South Platte,40.591411,-105.127727,G,,x,,,
"Superior, Town of",75640,G,2413354,G,64183,G,Superior,G,,M,,N,Superior,G,Municipality,,x,,x,"Boulder, Jefferson",2,South Platte,39.933590,-105.159291,G,http://superiorcolorado.gov/,G,http://cwcbweblink.state.co.us/WebLink/ElectronicFile.aspx?docid=155927&&dbid=0,,
Superior/McCaslin Interchange Metropolitan District,,N,,N,07074,G,SupMcInterchangeMD,G,,M,,N,SupMcInterchangeMD,G,Metropolitan District,,x,,x,Boulder,1,South Platte,39.954526,-105.166636,G,,x,,,Not in the Covered Entities database
"Swink, Town of",75970,G,2413358,G,45015,G,Swink,G,CO0145720,G,,N,Swink,G,Municipality,,x,,x,Otero,1,,38.014115,-103.627835,G,http://townofswinkco.ourlocalview.com/,G,,,
Teller County Water and Sanitation District,,N,,N,60011,G,TellerCoWD,G,CO0160600,G,,N,TellerCoWD,G,Water and Sanitation District,,x,,x,Teller,1,Metro,39.012103,-105.056056,G,,x,,,
"Telluride, Town of",76795,G,2413371,G,57014,G,Telluride,G,CO0157800,G,,N,Telluride,G,Municipality,,x,,x,San Miguel,1,,37.936263,-107.826503,G,http://www.telluride-co.gov/,G,,,
"Thornton, City of",77290,G,2412064,G,64264,G,Thornton,G,CO0101150,G,,N,Thornton,G,Municipality,,x,,x,"Adams, Weld",2,Metro,39.920507,-104.944528,G,https://www.cityofthornton.net/Pages/default.aspx,G,https://www.thorntonwater.com/pdfs/cot_conservation_plan.pdf,,
Thunderbird Water and Sanitation District,,N,,N,18033,G,,M,CO0118078,G,,N,ThunderbirdWSD,C,Water and Sanitation District,,x,,x,Douglas,1,Metro,39.410731,-105.028831,G,,x,,,Not in the original BNDSS list
"Timnath, Town of",77510,G,2413391,G,35044,G,,M,CO0055699,G,,N,Timnath,C,Municipality,,x,,x,Larimer,1,South Platte,40.533374,-104.960485,G,http://www.timnath.org/,G,None,,Not in the original BNDSS list
"Titan Road Industrial Park Water Association, Inc",,N,,N,,N,TitanRdIndstrlParkWA,G,CO0218031,G,19891074339,G,TitanRdIndstrlParkWA,G,Company,,x,,x,Douglas,1,Metro,39.502745,-105.018407,g1,,x,,,
Tri-County Water Conservation District,,N,,N,64138,G,Tri-County,G,CO0143755,G,,N,Tri-County,G,Water Conservancy District,,x,,x,"Delta, Montrose, Ouray",3,,38.397573,-107.931032,G,,x,,,
"Trinidad, City of",78610,G,2412094,G,36011,G,Trinidad,G,CO0136800,G,,N,Trinidad,G,Municipality,,x,,x,Las Animas,1,,37.174857,-104.490816,G,http://www.trinidad.co.gov/,G,,,
Triview Metropolitan District,,N,,N,21061,G,TriviewMD,G,CO0121840,G,,N,TriviewMD,G,Metropolitan District,,x,,x,El Paso,1,,39.068796,-104.835530,G,www.triviewmetro.com,G,,,
"Two Buttes, Town of",79270,G,2413409,G,05016,G,,M,CO0105700,G,,N,TwoButtes,C,Municipality,,x,,x,Baca,1,,37.560664,-102.396556,G,,N,,,Not in the original BNDSS list
Uncompahgre Valley Water Association: East Mesa,,N,,N,,N,UncompVlyWAEastMesa,G,,M,,N,UncompVlyWAEastMesa,G,Company,,x,,x,Delta,1,,38.672587,-108.002139,g1,,x,,,
United Water and Sanitation District,,N,,N,65107,G,,M,,M,,N,UnitedWSD,C,Water and Sanitation District,,x,,x,Elbert,1,Metro,39.539525,-104.614688,G,,x,,,Not in the original BNDSS list
Upper Arkansas Water Conservancy District,,N,,N,64141,G,UAWCD,G,,N,,N,UAWCD,G,Water Conservancy District,,x,,x,"Chaffee, Custer, El Paso, Fremont, Saguache",5,,38.478492,-105.640144,G,,x,,,Not in the Covered Entities database
Upper Eagle Regional Water Authority,,N,,N,19042,G,UpEagleRivWA,G,CO0119786,G,,N,UpEagleRivWA,G,Water Authority,,x,,x,Eagle,1,,39.641430,-106.394626,g1,,x,,,
Upper Gunnison River Water Conservancy District,,N,,N,64143,G,UGRWCD,G,,N,,N,UGRWCD,G,Water Conservancy District,,x,,x,"Gunnison, Hinsdale, Saguache",3,,38.456064,-106.903131,G,,x,,,Not in the Covered Entities database
Upper South Platte Water Conservancy,,N,,N,64145,G,,M,,N,,N,UpperSPlatteWCD,C,Water Conservancy District,,x,,x,"Clear Creek, Douglas, Jefferson, Park, Teller",5,South Platte,39.139382,-105.606694,G,,x,,,Not in the original BNDSS list
Upper Surface Creek Domestic Water Users Association (USCDWUA),,N,,N,,N,USCDWUA,G,CO0115784,G,19871130243,G,USCDWUA,G,Company,,x,,x,Delta,1,,38.903800,-107.890000,g1,,x,,,Not in the Covered Entities database
Upper Yampa Water Conservancy District,,N,,N,64146,G,UpYampaWCD,G,,N,,N,UpYampaWCD,G,Water Conservancy District,,x,,x,"Moffat, Routt",2,,40.397381,-106.967611,G,,x,,,Not in the Covered Entities database
Ute Mountain Ute Tribe,,N,,N,,N,UteMtnUtes,G,CO0184069,G,,N,UteMtnUtes,G,Tribal,,x,,x,Montezuma,1,,37.201910,-108.726037,g1,,x,,,Not in the Covered Entities database
Ute Water Conservancy District,,N,,N,39043,G,UteWater,G,CO0139791,G,,N,UteWater,G,Water Conservancy District,,x,,x,Mesa,1,,39.146214,-108.642629,G,,x,,,
