X,Y,source,url,alt_addres,lgname,lgtypeid,lgstatusid,prev_name,mail_addre,mail_city,lgid,mail_state,mail_zip,abbrev_nam
-105.509118305159,39.9615592329768,Boulder County Tax Parcels 06-11-2015,,,Nederland Downtown Development Authority,26,6,,,,65638,CO,,Nederland Downtown Development Authority
-105.515102156053,39.9852537225627,Boulder County Tax Parcels 06-11-2015,,,Boulder County Nederland Eco Pass Public Improvement District,31,6,,PO Box 471,Boulder,66434,CO,80306,Boulder Cty. Nederland Eco Pass Pub. Imp
-105.578606093371,39.9679075408823,Boulder County Tax Parcels 06-11-2015,,,Nederland Fire Protection District,8,1,,PO Box 155,Nederland,07059,CO,80466,Nederland Fire Protection District
-105.515103814004,39.9856638588736,Boulder County Tax Parcels 06-11-2015,,,Nederland Community Library District,16,1,,PO Box 836,Nederland,65125,CO,80466,Nederland Community Library District
-105.15606581679,40.0987619195952,Boulder County Tax Parcels 06-11-2015,,,Niwot Sanitation District,10,1,,7395 North 95th Street,Niwot,07034,CO,80504,Niwot Sanitation District
-105.307130094298,40.0968779013194,Boulder County Tax Parcels 06-11-2015,,,Olde Stage Water District,11,1,,c/o Robert Schaffner 6565 Red Hill Road,Boulder,07035,CO,80302,Olde Stage Water District
-105.311003164008,40.0473959141915,Boulder County Tax Parcels 06-11-2015,,Pine Brook Hills,Pine Brook Water District,11,1,,1903 Linden Drive,Boulder,07037,CO,80304-0426,Pine Brook Water District
-105.223800013457,39.9728240298766,Hybrid Boulder 6-11-15 JeffCo 7-1-15,www.rockymountainfire.org/,,Rocky Mountain Fire Protection District,8,1,Rocky Mountain Fire District,4390 Eldorado Springs Drive,Boulder,65673,CO,80303,Rocky Mountain Fire Protection District
-105.352850200191,40.0565564592267,Boulder County Tax Parcels 06-11-2015,www.sunshinefire.org,,Sunshine Fire Protection District,8,1,,311 County Road 83,Boulder,07039,CO,80302,Sunshine Fire Protection District
-105.405783470964,40.0114311560541,Boulder County Tax Parcels 06-11-2015,,,Sugar Loaf Fire Protection District,8,1,,1360 Sugar Loaf Rd.,Boulder,07050,CO,80302,Sugar Loaf Fire Protection District
-105.081723594703,39.9739037012981,Boulder County Tax Parcels 06-11-2015,,"c/o Metro District Management, LLC",SoLa Metropolitan District--Institutional,6,1,,333 W Drake Ste 142,Fort Collins,65989,CO,80526,SoLa Metro. District--Institutional
-105.138060411061,40.0109158577455,Boulder County Tax Parcels 06-11-2015,http://www.shannonwater.org,,Shannon Water and Sanitation District,12,1,,1400 Wicklow Street,Boulder,07038,CO,80303-1632,Shannon Water And Sanitation District
-104.772818189614,39.8073842556003,Downloaded Denver OpenData 06-23-2015,,,Gateway Regional Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,16029,CO,80228-1898,Gateway Regional Metropolitan District
-104.881912288159,39.7095637475476,Downloaded Denver OpenData 06-23-2015,,Collins Cockrel & Cole PC,Lowry Vista Metropolitan District,6,1,,390 Union Blvd Ste 400,Denver,66073,CO,80228-1556,Lowry Vista Metropolitan District
-104.791424137674,39.7664596042924,Hybrid Denver 6-23-15 Adams 6-25-15,,,Sand Creek Metropolitan District,6,1,Gateway Park Metropolitan District,"270 St. Paul Street, Suite 300",Denver,64221,CO,80206,Sand Creek Metropolitan District
-105.16663643688,39.9545263207568,Boulder County Tax Parcels 06-11-2015,,,Superior/McCaslin Interchange Metropolitan District,6,1,,124 East Coal Creek Drive,Superior,07074,CO,80027,Superior/McCaslin Interchange Metro. Dis
-106.191454633394,37.1987578325276,Colorado State Conservation Board 06-12-2015,,,Conejos County Conservation District,20,1,Conejos County Soil Conservation District,PO Box 255,La Jara,11006,CO,81140,Conejos County Conservation District
-104.767318045719,39.8070093671477,Downloaded Denver OpenData 06-23-2015,,"c/o Special District Management Service, Inc.",Denver Gateway Meadows Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65360,CO,80228-1898,Denver Gateway Meadows Metro. District
-105.132188767273,39.9916338043866,Boulder County Tax Parcels 06-11-2015,,,Takoda Metropolitan District,6,1,,"191 University Boulevard, #358",Denver,66076,CO,80206,Takoda Metropolitan District
-105.128511787563,40.1474638813832,Boulder County Tax Parcels 06-11-2015,,"c/o McGeady Sisneros, P.C.",Twin Peaks Metropolitan District,6,1,,"450 East 17th Avenue, Suite 400",Denver,66386,CO,80203-1214,Twin Peaks Metropolitan District
-105.276254777379,40.0081883462459,Boulder County Tax Parcels 06-11-2015,,c/o City of Boulder,University Hills General Improvement District,28,1,,PO Box 791,Boulder,07041,CO,80302,University Hills G.I.D.
-104.945552854513,39.7403763097678,Downloaded Denver OpenData 06-23-2015,,,Bluebird Business Improvement District,57,1,,3121 East Colfax Avenue,Denver,66445,CO,80206,Bluebird Business Improvement District
-102.558704053628,37.3220170202648,Colorado State Conservation Board 06-12-2015,,27200 Highway 287,Baca County Conservation District,20,1,Baca County Soil Conservation District,PO Box 398,Springfield,05007,CO,81073,Baca County Conservation District
-103.99291566231,39.4139959816066,Colorado State Conservation Board 06-12-2015,,,Agate Conservation District,20,1,Agate Soil Conservation District,PO Box 215,Simla,64208,CO,80835,Agate Conservation District
-103.092688561608,37.9463220914827,Colorado State Conservation Board 06-12-2015,,,Bent Conservation District,20,1,Bent Soil Conservation District,760 Bent Avenue,Las Animas,06003,CO,81054,Bent Conservation District
-107.832341063185,39.6240083959089,Colorado State Conservation Board 06-12-2015,,,Bookcliff Conservation District,20,1,,258 Center Dr.,Glenwood Springs,23002,CO,81601,Bookcliff Conservation District
-105.14386106141,40.0003591146016,Colorado State Conservation Board 06-12-2015,,Box D,Boulder Valley Conservation District,20,1,Boulder Valley Soil Conservation District,9595 Nelson Road,Longmont,64025,CO,80501,Boulder Valley Conservation District
-105.784576121815,37.5708438890733,Digitized Alamosa Tax Dist Map 06-16-2015,,,Alamosa County Ambulance District,45,1,,6580 Cottonwood Lane,Alamosa,02012,CO,81101,Alamosa County Ambulance District
-103.517642685237,37.2729548361623,Colorado State Conservation Board 06-12-2015,,,Branson-Trinchera Conservation District,20,1,Branson-Trinchera Soil Conservation District,3590 E. Main Street,Trinidad,36003,CO,81082,Branson-Trinchera Conservation District
-102.380231038358,39.3023309798967,Colorado State Conservation Board 06-12-2015,,,Burlington Conservation District,20,1,Burlington Soil Conservation District,138 S 14th Street,Burlington,64252,CO,80807,Burlington Conservation District
-103.237335395823,40.7394335877626,Colorado State Conservation Board 06-12-2015,,,Centennial Conservation District,20,1,,621 Iris Dr,Sterling,66194,CO,80751,Centennial Conservation District
-106.134556824375,38.0209604613521,Colorado State Conservation Board 06-12-2015,,,Center Conservation District,20,1,Center Soil Conservation District,PO Box 424,Center,55003,CO,81125-0424,Center Conservation District
-102.56131737688,38.8345241646304,Colorado State Conservation Board 06-12-2015,,,Cheyenne Conservation District,20,1,Cheyenne Soil Conservation District,PO Box 850,Cheyenne Wells,09016,CO,80810,Cheyenne Conservation District
-108.163134825328,40.6029427729939,Colorado State Conservation Board 06-12-2015,,,Colorado First Conservation District,20,1,Colorado First Conservation,145 Commerence Street,Craig,41003,CO,81625,Colorado First Conservation
-103.211465602754,39.6908444095794,Colorado State Conservation Board 06-12-2015,,,Cope Conservation District,20,1,Cope Soil Conservation District,2862 Wash County Road Ll,Flagler,64231,CO,80815,Cope Conservation District
-105.433848526988,37.2815273809776,Colorado State Conservation Board 06-12-2015,,,Costilla Conservation District,20,1,Costilla Soil Conservation District,PO Box 91,San Luis,12006,CO,81152,Costilla Conservation District
-105.366282401027,38.1044530131272,Colorado State Conservation Board 06-12-2015,,,Custer County Conservation District,20,1,Custer County-Divide Conservation District,PO Box 756,Westcliffe,14002,CO,81252,Custer County Conservation District
-103.986226033262,39.7082724264409,Colorado State Conservation Board 06-12-2015,www.deertrailcd.org,,Deer Trail Conservation District,20,1,Deer Trail Soil Conservation District,133 West Bijou Avenue,Byers,64253,CO,80103,Deer Trail Conservation District
-107.673993107917,38.8452621322357,Hybrid CSCB 6-12-15 Delta 7-28-15,,,Delta Conservation District,20,1,Delta Soil Conservation District,690 Industrial Boulevard,Delta,64053,CO,81416,Delta Conservation District
-104.928119061288,39.3334093054901,Colorado State Conservation Board 06-12-2015,www.dcconservation.com,,Douglas County Conservation District,20,1,Douglas County Soil Conservation District,PO Box 688,Franktown,18010,CO,80116,Douglas County Conservation District
-108.516249103705,37.7496224517786,Colorado State Conservation Board 06-12-2015,,408 N. Main,Dove Creek Conservation District,20,1,Dove Creek Soil Conservation District,PO Box 10,Dove Creek,17006,CO,81324,Dove Creek Conservation District
-106.732013497237,39.676494376372,Colorado State Conservation Board 06-12-2015,,,Eagle County Conservation District,20,1,Eagle County Soil Conservation District,PO Box 360,Eagle,64273,CO,81631,Eagle County Conservation District
-104.242328612971,39.8923007012459,Colorado State Conservation Board 06-12-2015,www.eastadamscd.org,,East Adams Conservation District,20,1,East Adams Soil Conservation District,133 West Bijou Avenue,Byers,01007,CO,80103,East Adams Conservation District
-103.560145415514,38.0937270472438,Colorado State Conservation Board 06-12-2015,,,East Otero Conservation District,20,1,East Otero Soil Conservation District,200 South 10th Street,Rocky Ford,45003,CO,81067,East Otero Conservation District
-105.8844095284,37.4656093201701,Digitized Alamosa Tax Dist Map 06-16-2015,www.mosquitobytes.org,,Alamosa Mosquito Control District,6,1,,511 4th Street,Alamosa,02002,CO,81101,Alamosa Mosquito Control District
-105.277767122947,38.9409361037592,Teller County digitized 07-14-2015,http://florissantfire.com/history.html,,Florissant Fire Protection District,8,1,Divide/Florissant Fire Protection District,PO Box 502,Florissant,60017,CO,80816,Florissant Fire Protection District
-102.93687475234,39.3054796063869,Colorado State Conservation Board 06-12-2015,,429 Main Avenue,Flagler Conservation District,20,1,Flagler Soil Conservation District,PO Box 447,Flagler,32009,CO,80815,Flagler Conservation District
-105.501125402303,40.7631826440762,Colorado State Conservation Board 06-12-2015,,,Ft. Collins Conservation District,20,1,Ft. Collins Soil Conservation District,"1415 North College Avenue, Suite 3",Fort Collins,64267,CO,80524,Ft. Collins Conservation District
-105.437196533772,38.46804034262,Colorado State Conservation Board 06-12-2015,,,Fremont Conservation District,20,1,Fremont Soil Conservation District,248 Dozier Avenue,Canon City,22014,CO,81212,Fremont Conservation District
-106.891145144217,38.4593720138482,Colorado State Conservation Board 06-12-2015,,,Gunnison Conservation District,20,1,Gunnison Soil Conservation District,216 North Colorado,Gunnison,26007,CO,81230,Gunnison Conservation District
-105.288035169103,38.9443478194413,Teller County digitized 07-14-2015,,,Florissant Water & Sanitation District,12,1,,PO Box 565,Florissant,60003,CO,80816,Florissant Water & Sanitation District
-102.408126607624,40.5883407175619,Colorado State Conservation Board 06-12-2015,,,Haxtun Conservation District,20,1,Haxtun Soil Conservation District,1280 Sw Interocean Dr #1,Holyoke,64241,CO,80734,Haxtun Conservation District
-103.427452749508,39.2837990386579,Colorado State Conservation Board 06-12-2015,,,High Plains Conservation District,20,1,High Plains Soil Conservation District,PO Box 127,Hugo,37005,CO,80821,High Plains Conservation District
-105.232615447307,39.6730741528842,Colorado State Conservation Board 06-12-2015,,,Jefferson Conservation District,20,1,Jefferson Soil Conservation District,"655 Parfet Street, Room E-300",Lakewood,30046,CO,80215-5517,Jefferson Conservation District
-102.735154458426,38.4302585859484,Colorado State Conservation Board 06-12-2015,,,Kiowa County Conservation District,20,1,Kiowa County Soil Conservation District,PO Box 845,Eads,31013,CO,81036,Kiowa County Conservation District
-107.867603873639,37.3015453482179,Colorado State Conservation Board 06-12-2015,,,La Plata Conservation District,20,1,La Plata Soil Conservation District,31 Suttle Drive,Durango,34029,CO,81301-7911,La Plata Conservation District
-106.344392323397,39.2003596545839,Colorado State Conservation Board 06-12-2015,,,Lake County Conservation District,20,1,Lake County Soil Conservation District,PO Box 1287,Leadville,33002,CO,80461,Lake County Conservation District
-106.216390156854,39.9338551478666,Colorado State Conservation Board 06-12-2015,,106 South Second Street,Middle Park Conservation District,20,1,Middle Park Soil Conservation District,PO Box 265,Kremmling,25019,CO,80459,Middle Park Conservation District
-105.978478959116,37.679491565309,Digitized Alamosa Tax Dist Map 06-16-2015,,P.O. Box 178,Alamosa County Weed Control District,19,1,,8900 Independence Way,Alamosa,02011,CO,81101,Alamosa County Weed Control District
-104.9954895667,39.7092298580637,Downloaded Denver OpenData 06-23-2015,,"c/o McGeady Sisneros, P.C.",Alameda Station Metropolitan District,6,1,,"450 East 17th Avenue, Suite 400",Denver,66157,CO,80203-1214,Alameda Station Metropolitan District
-105.13677557048,38.9586941812718,Teller County digitized 07-14-2015,,,Divide MPC Metropolitan District No. 1,6,1,,"627 West Midland Ave., Ste. 207",Woodland Park,65030,CO,80866,Divide MPC Metropolitan District No. 1
-105.785093466935,37.5727239711023,Colorado State Conservation Board 06-12-2015,,,Mosca-Hooper Conservation District,20,1,Mosca-Hooper Soil Conservation District,101 South Craft,Alamosa,02007,CO,81101,Mosca-Hooper Conservation District
-106.97163819861,39.2553771866731,Hybrid CSCB 6-12-15 Eagle 6-30-15,,,Mount Sopris Conservation District,20,1,Mount Sopris Soil Conservation District,258 Center Dr,Glenwood Springs,64254,CO,81601,Mount Sopris Conservation District
-104.987656238348,39.7549597980973,Downloaded Denver OpenData 06-23-2015,,"c/o McGeady Sisneros, P.C.",Community Coordinating Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,66323,CO,80203-1214,Community Coordinating Metro. Dist. #1
-104.954531861962,39.7198357116294,Downloaded Denver OpenData 06-23-2015,,,Cherry Creek North Business Improvement District No. 1,57,1,,"299 Milwaukee Street, Suite 201",Denver,16015,CO,80206,Cherry Creek North B.I.D. No. 1
-102.254505175647,37.9533066084643,Colorado State Conservation Board 06-12-2015,,209 South Main,Northeast Prowers Conservation District,20,1,Northeast Prowers Soil Conservation District,PO Box 535,Holly,50013,CO,81047,Northeast Prowers Conservation District
-106.341976382658,40.6642553855088,Colorado State Conservation Board 06-12-2015,,,North Park Conservation District,20,1,North Park Soil Conservation District,PO Box 1136,Walden,29005,CO,80480,North Park Conservation District
-104.070542069969,38.363347310899,Colorado State Conservation Board 06-12-2015,,,Olney-Boone Conservation District,20,1,Olney-Boone Soil Conservation District,200 South 10th Street,Rocky Ford,13005,CO,81067,Olney-Boone Conservation District
-107.604152879754,37.1253843356333,Colorado State Conservation Board 06-12-2015,,Pargin'Mathew,Pine River Conservation District,20,1,Pine River Soil Conservation District,196 Bridle Valley Ranch Rd,Ignacio,34030,CO,81137-9696,Pine River Conservation District
-103.562088138064,38.8027129460546,Colorado State Conservation Board 06-12-2015,,,Prairie Conservation District,20,1,Prairie Soil Conservation District,PO Box 127,Hugo,37009,CO,80821,Prairie Conservation District
-102.595975696085,37.9988312726995,Colorado State Conservation Board 06-12-2015,,,Prowers Conservation District,20,1,Prowers Soil Conservation District,3503 South Main St,Lamar,50015,CO,81052,Prowers Conservation District
-106.726937026799,37.6633536338751,Colorado State Conservation Board 06-12-2015,,,Rio Grande Conservation District,20,1,Rio Grande Soil Conservation District,PO Box 801,Monte Vista,53008,CO,81144,Rio Grande Conservation District
-106.989353288622,40.4817983614224,Colorado State Conservation Board 06-12-2015,www.routtcountycd.com,,Routt County Conservation District,20,1,Routt County Soil Conservation District,"1475 Pine Grove Road, Suite 201A",Steamboat Springs,54013,CO,80487-8803,Routt County Conservation District
-107.104778057341,37.2937215879266,Colorado State Conservation Board 06-12-2015,,,San Juan Conservation District,20,1,San Juan Soil Conservation District,505A County Road 600,Pagosa Springs,04008,CO,81147,San Juan Conservation District
-108.525373487407,38.1368696549552,Colorado State Conservation Board 06-12-2015,,,San Miguel Basin Conservation District,20,1,San Miguel Basin Soil Conservation District,PO Box 29,Norwood,57012,CO,81423,San Miguel Basin Conservation District
-104.881894593121,39.7758185044874,Hybrid Denver 6-23-15 Adams 6-25-15,westerlycreekmetro.org,,Westerly Creek Metropolitan District,6,1,,7350 E 29th Ave Ste 200,Denver,16033,CO,80238,Westerly Creek Metropolitan District
-102.348263905831,40.8736890249421,Colorado State Conservation Board 06-12-2015,,,Sedgwick County Conservation District,20,1,Sedgwick County Soil Conservation District,210 Elm Street,Julesburg,58010,CO,80737,Sedgwick County Conservation District
-107.853865857142,38.3445981537204,Colorado State Conservation Board 06-12-2015,,,Shavano Conservation District,20,1,Shavano Soil Conservation District,"102 Par Place, Suite #4",Montrose,43014,CO,81401,Shavano Conservation District
-107.57586485262,39.4115188030836,Colorado State Conservation Board 06-12-2015,www.southsidecd.org,,South Side Conservation District,20,1,,258 Center Drive,Glenwood Springs,23021,CO,81601,South Side Conservation District
-104.482555293227,37.2942366228936,Colorado State Conservation Board 06-12-2015,,,Spanish Peaks-Purgatoire River Conservation District,20,1,Spanish Peaks-Purgatoire River Soil Conservation District,3590 E. Main Street,Trinidad,64224,CO,81082-5002,Spanish Peaks-Purgatoire River Cons. Dis
-105.602722292998,39.0700984915451,Colorado State Conservation Board 06-12-2015,,,Teller-Park Conservation District,20,1,Teller-Park Soil Conservation District,"800 Research Dr., Suite 100",Woodland Park,64137,CO,80866,Teller-Park Conservation District
-106.131297674561,38.7257945904041,Colorado State Conservation Board 06-12-2015,,,Upper Arkansas Conservation District,20,1,Upper Arkansas Soil Conservation District,5575 Cleora Rd,Salida,64140,CO,81201,Upper Arkansas Conservation District
-103.172606699814,40.1110964276285,Colorado State Conservation Board 06-12-2015,,,Washington County Conservation District,20,1,Washington County Soil Conservation District,PO Box U,Akron,61014,CO,80720,Washington County Conservation District
-104.799332474391,39.896463441714,Colorado State Conservation Board 06-12-2015,,,West Adams Conservation District,20,1,West Adams Soil Conservation District,57 W Bromley Ln,Brighton,64270,CO,80601,West Adams Conservation District
-104.754545170742,39.818424785107,Adams Assessor Office 06-25-2015,,c/o City of Aurora Attorney's Office,Aurora Conference Center General Improvement District (2-2011),28,1,Aurora Conference Center General Improvement District,"15151 East Alameda Parkway, 5th Floor",Aurora,66439,CO,80012,Aurora Conference Center G.I.D.
-104.716612865417,39.6367851756794,Colorado State Conservation Board 06-12-2015,,,West Arapahoe Conservation District,20,1,West Arapahoe Soil Conservation District,133 W. Bijou Avenue,Byers,03080,CO,80103,West Arapahoe Conservation District
-103.774107244522,38.0064682287739,Colorado State Conservation Board 06-12-2015,,,West Otero-Timpas Conservation District,20,1,West Otero-Timpas Soil Conservation District,200 S 10th St,Rocky Ford,64257,CO,81067,West Otero-Timpas Conservation District
-102.639928566826,40.1237645873515,Colorado State Conservation Board 06-12-2015,,,Yuma Conservation District,20,1,Yuma Soil Conservation District,508 East 8th Avenue,Yuma,63016,CO,80759,Yuma Conservation District
-102.333590462265,39.9506266265228,Colorado State Conservation Board 06-12-2015,,,Yuma County Conservation District,20,1,Yuma County Soil Conservation District,"247 North Clay Street, Suite 1",Wray,63014,CO,80758-1320,Yuma County Conservation District
-105.002795516287,39.7554020918764,Downloaded Denver OpenData 06-23-2015,,c/o RS Wells LLC,Central Platte Valley Metropolitan District,6,1,,"8390 E. Crescent Pkwy., Ste. 500",Greenwood Village,16027,CO,80111-2814,Central Platte Valley Metro. District
-104.775448360926,39.8214666710165,Downloaded Denver OpenData 06-23-2015,,c/o Special District Management,Denver International Business Center Metropolitan District No. 1,6,1,,"141 Union Boulevard, Suite 150",Lakewood,16025,CO,80228-1898,Denver Inter. Business Center Metro.
-104.767243753767,39.810596571757,Downloaded Denver OpenData 06-23-2015,,"c/o Special District Management Service, Inc.",Denver Gateway Center Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,16026,CO,80228-1898,Denver Gateway Center Metro. District
-104.870958565295,39.7836287540316,Downloaded Denver OpenData 06-23-2015,,,SBC Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,16028,CO,80228-1898,SBC Metropolitan District
-105.085996097357,39.6157001049251,Hybrid Denver 6-23-15 JeffCo 7-1-15,,,Section 14 Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,64181,CO,80228-1898,Section 14 Metropolitan District
-104.767500120046,39.7876984793794,Downloaded Denver OpenData 06-23-2015,,,Town Center Metropolitan District,6,1,,"5600 S. Quebec, Ste. 255C",Englewood,16012,CO,80111,Town Center Metropolitan District
-104.764886725031,39.821086251325,Downloaded Denver OpenData 06-23-2015,,c/o White Bear Ankele Tanaka & Waldron,Colorado International Center Metropolitan District No. 13,6,1,,2154 E Commons Ave Ste 2000,Centennial,65664,CO,80122,Colorado Inter. Center Metro. Dist. #13
-104.764872540284,39.8210756407422,Downloaded Denver OpenData 06-23-2015,,c/o White Bear Ankele Tanaka & Waldron,Colorado International Center Metropolitan District No. 14,6,1,,2154 E Commons Ave Ste 2000,Centennial,65665,CO,80122,Colorado Inter. Center Metro. Dist. #14
-105.039963011687,39.7409624729686,Downloaded Denver OpenData 06-23-2015,,,West Colfax Business Improvement District,57,1,,4500 West Colfax Avenue,Denver,65763,CO,80204,West Colfax B.I.D.
-104.97098623696,39.740036388998,Downloaded Denver OpenData 06-23-2015,,,Colfax Business Improvement District,57,1,Colfax On The Hill Business Improvement District No. 2,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,16017,CO,80111-2814,Colfax Business Improvement District
-104.961725443404,39.6975039055039,Downloaded Denver OpenData 06-23-2015,,,Old South Gaylord Business Improvement District,57,1,,1076 South Gaylord Street,Denver,16019,CO,80209-4652,Old South Gaylord B.I.D.
-104.993379554391,39.7467327800945,Downloaded Denver OpenData 06-23-2015,www.downtowndenver.com/,Downtown Denver Partnership,Downtown Denver Business Improvement District,57,1,,"511 16th Street, Suite 200",Denver,16022,CO,80202-4250,Downtown Denver B.I.D.
-104.938358302068,39.7307168245257,Downloaded Denver OpenData 06-23-2015,,,9th Avenue Business Improvement District,57,1,,1700 Lincoln St Ste 3800,Denver,66115,CO,80203-4538,9th Avenue Business Improvement District
-105.005353660209,39.7534374291153,Downloaded Denver OpenData 06-23-2015,,"c/o Grimshaw & Harring, P.C.",Cherry Creek Subarea Business Improvement District,57,1,,"1700 Lincoln Street, Suite 3800",Denver,16023,CO,80203-4538,Cherry Creek Subarea B.I.D.
-105.024836654897,39.7532637007853,Downloaded Denver OpenData 06-23-2015,,,Federal Boulevard Business Improvement District,57,1,,2931 W. 25th Avenue,Denver,66375,CO,80211,Federal Boulevard Business Impr. Dist.
-104.725179966186,39.7524861066864,Adams Assessor Office 06-25-2015,,c/o Special District Management,ACC Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65204,CO,80228-1898,ACC Metropolitan District
-104.907894059141,39.939300739009,Adams Assessor Office 06-25-2015,,"c/o Seter & Vander Wall, P.C.",Amber Creek Metropolitan District,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65433,CO,80111,Amber Creek Metropolitan District
-104.992563312074,39.9611513990112,Adams Assessor Office 06-25-2015,,c/o City of Westminster Finance Department,City of Westminster 144th Avenue General Improvement District,28,1,144th Avenue General Improvement District,4800 West 92nd Avenue,Westminster,65462,CO,80031,City of Westminster 144th Avenue G.I.D.
-104.994508770145,39.9684321946232,Adams Assessor Office 06-25-2015,,"c/o Alan D. Pogue, Esq.",144th Avenue Metropolitan District No. 1,6,1,,4725 S Monaco St Ste 225,Denver,65326,CO,80237,144th Avenue Metropolitan District No. 1
-104.994508770145,39.9684321946232,Adams Assessor Office 06-25-2015,,"c/o Alan D. Pogue, Esq",144th Avenue Metropolitan District No. 2,6,1,,4725 S Monaco St Ste 225,Denver,65327,CO,80237,144th Avenue Metropolitan District No. 2
-104.788515165127,39.7524110442891,Adams Assessor Office 06-25-2015,,,Airways Business Center Metropolitan District,6,1,,"8390 E. Crescent Parkway, Suite 500",Greenwood Village,65205,CO,80111-2814,Airways Business Center Metro. District
-104.823422386478,39.9289965751932,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Adams Crossing Metropolitan District No. 1,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66309,CO,80122-1880,Adams Crossing Metropolitan District #1
-104.823156994633,39.9289950531948,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Adams Crossing Metropolitan District No. 2,6,1,,"2154 East Commons Avenue, Suite 2000",Centennial,66310,CO,80122-1880,Adams Crossing Metropolitan District #2
-104.848344205971,39.8882607568228,Adams Assessor Office 06-25-2015,,"c/o Seter & Vander Wall, P.C.",Aberdeen Metropolitan District No. 1,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65180,CO,80111,Aberdeen Metropolitan District No. 1
-104.841838652369,39.8961901878108,Adams Assessor Office 06-25-2015,,"c/o Seter & Vander Wall, P.C.",Aberdeen Metropolitan District No. 2,6,1,,"7400 East Orchard Road, Suite 3300",Greenwood Village,65181,CO,80111,Aberdeen Metropolitan District No. 2
-104.913622191846,39.9278785468037,Adams Assessor Office 06-25-2015,,,Ash Meadows Metropolitan District,6,1,,"8390 E. Cresent Parkway, Suite 500",Greenwood Village,66487,CO,80111,Ash Meadows Metropolitan District
-105.043517908043,39.9127338979083,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Bradburn Metropolitan District No. 1,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,01098,CO,80122,Bradburn Metropolitan District No. 1
-105.041655284668,39.91280176289,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Bradburn Metropolitan District No. 2,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,01099,CO,80122,Bradburn Metropolitan District No. 2
-105.040239071726,39.9095368139422,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Bradburn Metropolitan District No. 3,6,1,,"2154 E. Commons Avenue, Suite 2000",Centennial,01100,CO,80122,Bradburn Metropolitan District No. 3
-104.751723098979,39.9883249240338,Adams Assessor Office 06-25-2015,,"c/o White Bear Ankele, P.C.",Brighton Crossing Metropolitan District No. 4,6,1,Bromley Park Metropolitan District No. 4,"2154 E. Commons Ave., Suite 2000",Centennial,01041,CO,80122,Brighton Crossing Metro. Dist. No. 4
-104.879452761507,39.8914008631059,Adams Assessor Office 06-25-2015,,"c/o Mulhern MRE, Inc",Belle Creek Metropolitan District No. 1,6,1,,"2 Inverness Drive East, Suite 200",Englewood,01082,CO,80112,Belle Creek Metropolitan District No. 1
-104.625082259501,39.7862796194949,Adams Assessor Office 06-25-2015,,"c/o Southwestern Investment Advisors, Inc",Box Elder Water & Sanitation District,12,1,,5613 DTC Pkwy Ste 810,Greenwood Village,01004,CO,80011,Box Elder Water & Sanitation District
-104.923783549881,39.9267522025505,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Bramming Farm Metropolitan District No. 1,6,1,,"450 East 17th Avenue, Suite 400",Denver,66241,CO,80203-1214,Bramming Farm Metropolitan District #1
-104.924703539641,39.9252379578959,Adams Assessor Office 06-25-2015,,"c/o McGeady Sisneros, P.C.",Bramming Farm Metropolitan District No. 2,6,3,,"450 East 17th Avenue, Suite 400",Denver,66242,CO,80203-1214,Bramming Farm Metropolitan District #2
-104.785281258159,39.8642179368123,Adams Assessor Office 06-25-2015,,c/o Special District Management,Buffalo Highlands Metropolitan District,6,1,,"141 Union Boulevard, Suite 150",Lakewood,65101,CO,80228-1898,Buffalo Highlands Metropolitan District
-104.803378052318,39.9088340983256,Adams Assessor Office 06-25-2015,,,Buffalo Ridge Metropolitan District,6,1,,"8390 Crescent Parkway, Suite 500",Greenwood Village,01064,CO,80111-2814,Buffalo Ridge Metropolitan District
-104.784369758433,39.9052288391092,Adams Assessor Office 06-25-2015,,c/o Miller & Associates,Buckley Crossing Metropolitan District,6,1,,"1641 California Street, Suite 300",Denver,65245,CO,80202,Buckley Crossing Metropolitan District
